,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes
2185,jammu & kashmir,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,jammu & kashmir,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,jharkhand,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2189,jharkhand,2012,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2191,jharkhand,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2192,jharkhand,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2194,karnataka,2012,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2195,karnataka,2012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2196,karnataka,2012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2197,karnataka,2012,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2198,karnataka,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2199,karnataka,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2200,karnataka,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2201,karnataka,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2202,karnataka,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2203,kerala,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2204,kerala,2012,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2205,kerala,2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2206,kerala,2012,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2207,kerala,2012,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2208,madhya pradesh,2012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2209,madhya pradesh,2012,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2210,madhya pradesh,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2211,madhya pradesh,2012,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2212,madhya pradesh,2012,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2213,madhya pradesh,2012,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,madhya pradesh,2012,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2215,madhya pradesh,2012,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2216,madhya pradesh,2012,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2217,madhya pradesh,2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2218,madhya pradesh,2012,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2219,madhya pradesh,2012,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2220,madhya pradesh,2012,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2221,madhya pradesh,2012,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2222,maharashtra,2012,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,maharashtra,2012,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2224,maharashtra,2012,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2225,maharashtra,2012,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2226,maharashtra,2012,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,maharashtra,2012,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2228,maharashtra,2012,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2229,maharashtra,2012,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2230,maharashtra,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2231,maharashtra,2012,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,maharashtra,2012,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,maharashtra,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,manipur,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,manipur,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2236,manipur,2012,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2237,meghalaya,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,meghalaya,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2239,mizoram,2012,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2240,mizoram,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,odisha,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2245,odisha,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,odisha,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2247,odisha,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,odisha,2012,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,odisha,2012,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2250,odisha,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2251,odisha,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2252,odisha,2012,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,punjab,2012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,punjab,2012,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2255,punjab,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,punjab,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2257,punjab,2012,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2258,punjab,2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2259,punjab,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,rajasthan,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2261,rajasthan,2012,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2262,rajasthan,2012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2263,rajasthan,2012,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2264,rajasthan,2012,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2265,rajasthan,2012,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2266,rajasthan,2012,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2267,rajasthan,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2268,rajasthan,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2269,rajasthan,2012,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2270,rajasthan,2012,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2272,tamil nadu,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273,tamil nadu,2012,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,tamil nadu,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,tamil nadu,2012,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2276,tamil nadu,2012,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,tamil nadu,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,tamil nadu,2012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2279,tamil nadu,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,tamil nadu,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2281,tamil nadu,2012,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2282,tripura,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2283,tripura,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,tripura,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,uttar pradesh,2012,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2286,uttar pradesh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,uttar pradesh,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2288,uttar pradesh,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2289,uttar pradesh,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2290,uttar pradesh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2291,uttar pradesh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2292,uttar pradesh,2012,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2293,uttar pradesh,2012,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,uttar pradesh,2012,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2295,uttar pradesh,2012,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,uttar pradesh,2012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2297,uttar pradesh,2012,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2298,uttar pradesh,2012,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2299,uttar pradesh,2012,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,uttar pradesh,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2301,uttar pradesh,2012,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2302,uttar pradesh,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2303,uttar pradesh,2012,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2304,uttarakhand,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,uttarakhand,2012,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2306,uttarakhand,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2307,uttarakhand,2012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,west bengal,2012,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2309,west bengal,2012,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2310,west bengal,2012,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2311,west bengal,2012,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2312,west bengal,2012,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2313,west bengal,2012,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2314,west bengal,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2315,west bengal,2012,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2320,delhi,2012,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2321,delhi,2012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2322,delhi,2012,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2323,delhi,2012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2324,delhi,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2327,andhra pradesh,2013,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2328,andhra pradesh,2013,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2329,andhra pradesh,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2330,andhra pradesh,2013,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2331,andhra pradesh,2013,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
2332,andhra pradesh,2013,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2333,andhra pradesh,2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2334,andhra pradesh,2013,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2335,andhra pradesh,2013,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2336,arunachal pradesh,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2337,arunachal pradesh,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,arunachal pradesh,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2339,arunachal pradesh,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2340,arunachal pradesh,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2341,assam,2013,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,assam,2013,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,assam,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2344,assam,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,assam,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,assam,2013,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2347,assam,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,assam,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2350,bihar,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,bihar,2013,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,bihar,2013,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2353,bihar,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2354,bihar,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,bihar,2013,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2356,bihar,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2357,bihar,2013,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2358,bihar,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2359,bihar,2013,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2360,bihar,2013,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,chhattisgarh,2013,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2362,chhattisgarh,2013,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2363,chhattisgarh,2013,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2364,chhattisgarh,2013,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,chhattisgarh,2013,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2366,chhattisgarh,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2367,chhattisgarh,2013,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2369,gujarat,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2370,gujarat,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2371,gujarat,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2372,gujarat,2013,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2373,gujarat,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2374,gujarat,2013,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2375,gujarat,2013,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,gujarat,2013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2377,gujarat,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2378,haryana,2013,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,haryana,2013,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2380,haryana,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2381,haryana,2013,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2382,haryana,2013,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2383,haryana,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2384,himachal pradesh,2013,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,himachal pradesh,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2386,himachal pradesh,2013,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2387,himachal pradesh,2013,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2390,jammu & kashmir,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2391,jammu & kashmir,2013,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2392,jammu & kashmir,2013,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,jammu & kashmir,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,jammu & kashmir,2013,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2395,jammu & kashmir,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,jharkhand,2013,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2397,jharkhand,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2398,jharkhand,2013,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2399,jharkhand,2013,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2401,jharkhand,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2403,karnataka,2013,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2404,karnataka,2013,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2405,karnataka,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2406,karnataka,2013,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2407,karnataka,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2408,karnataka,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2409,karnataka,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2410,karnataka,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2411,karnataka,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2412,kerala,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2413,kerala,2013,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2414,kerala,2013,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2415,kerala,2013,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2416,kerala,2013,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2417,madhya pradesh,2013,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2418,madhya pradesh,2013,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2419,madhya pradesh,2013,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2420,madhya pradesh,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2421,madhya pradesh,2013,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2422,madhya pradesh,2013,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2423,madhya pradesh,2013,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2424,madhya pradesh,2013,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2425,madhya pradesh,2013,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2426,madhya pradesh,2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2427,madhya pradesh,2013,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2428,madhya pradesh,2013,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2429,madhya pradesh,2013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2430,madhya pradesh,2013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2431,maharashtra,2013,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2432,maharashtra,2013,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2433,maharashtra,2013,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2434,maharashtra,2013,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2435,maharashtra,2013,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,maharashtra,2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2437,maharashtra,2013,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2438,maharashtra,2013,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2439,maharashtra,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2440,maharashtra,2013,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2441,maharashtra,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2442,maharashtra,2013,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,manipur,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,manipur,2013,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,manipur,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2446,meghalaya,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2447,meghalaya,2013,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2448,meghalaya,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2449,mizoram,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2450,mizoram,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,nagaland,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2453,nagaland,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,odisha,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2456,odisha,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,odisha,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2458,odisha,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,odisha,2013,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,odisha,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,odisha,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2462,odisha,2013,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2463,odisha,2013,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,punjab,2013,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,punjab,2013,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2466,punjab,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2467,punjab,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2468,punjab,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2469,punjab,2013,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,punjab,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2471,rajasthan,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2472,rajasthan,2013,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
