,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes
1282,uttar pradesh,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1283,uttar pradesh,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1284,uttar pradesh,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1285,uttar pradesh,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1286,uttar pradesh,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,uttar pradesh,2007,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,uttar pradesh,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1289,uttar pradesh,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,uttar pradesh,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1291,uttar pradesh,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,uttar pradesh,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,uttar pradesh,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1294,uttar pradesh,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,uttar pradesh,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1296,uttar pradesh,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,uttar pradesh,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1298,uttar pradesh,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1299,uttar pradesh,2007,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,uttarakhand,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,uttarakhand,2007,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1302,uttarakhand,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1303,uttarakhand,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,west bengal,2007,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1305,west bengal,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1307,west bengal,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1308,west bengal,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1309,west bengal,2007,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1314,delhi,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,delhi,2007,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1316,delhi,2007,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,delhi,2007,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1320,andhra pradesh,2008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1321,andhra pradesh,2008,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1322,andhra pradesh,2008,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1323,andhra pradesh,2008,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1324,andhra pradesh,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1325,andhra pradesh,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1326,andhra pradesh,2008,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1327,andhra pradesh,2008,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1328,arunachal pradesh,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,arunachal pradesh,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,arunachal pradesh,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,arunachal pradesh,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,assam,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,assam,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1335,assam,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,assam,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,assam,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1338,assam,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,bihar,2008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1341,bihar,2008,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1342,bihar,2008,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1343,bihar,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,bihar,2008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,bihar,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,bihar,2008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,bihar,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1348,bihar,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,bihar,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,bihar,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,chhattisgarh,2008,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,chhattisgarh,2008,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1353,chhattisgarh,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1354,chhattisgarh,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1355,chhattisgarh,2008,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1356,chhattisgarh,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,gujarat,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,gujarat,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1360,gujarat,2008,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1361,gujarat,2008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1362,gujarat,2008,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1363,gujarat,2008,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1364,gujarat,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1365,gujarat,2008,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1366,haryana,2008,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1367,haryana,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,haryana,2008,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1369,haryana,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,haryana,2008,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1371,haryana,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1372,himachal pradesh,2008,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1373,himachal pradesh,2008,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1374,himachal pradesh,2008,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1375,himachal pradesh,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1379,jammu & kashmir,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1381,jammu & kashmir,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1384,jharkhand,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1385,jharkhand,2008,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1387,jharkhand,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1388,jharkhand,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,karnataka,2008,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1391,karnataka,2008,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1392,karnataka,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1393,karnataka,2008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,karnataka,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1395,karnataka,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1396,karnataka,2008,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1397,karnataka,2008,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1398,karnataka,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1399,kerala,2008,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1400,kerala,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401,kerala,2008,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
1402,kerala,2008,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1403,kerala,2008,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1404,madhya pradesh,2008,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1405,madhya pradesh,2008,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1406,madhya pradesh,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1407,madhya pradesh,2008,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,madhya pradesh,2008,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1409,madhya pradesh,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1410,madhya pradesh,2008,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1411,madhya pradesh,2008,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1412,madhya pradesh,2008,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1413,madhya pradesh,2008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1414,madhya pradesh,2008,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
1415,madhya pradesh,2008,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1416,madhya pradesh,2008,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1417,madhya pradesh,2008,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,maharashtra,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1419,maharashtra,2008,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1420,maharashtra,2008,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1421,maharashtra,2008,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1422,maharashtra,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1423,maharashtra,2008,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1424,maharashtra,2008,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1425,maharashtra,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1426,maharashtra,2008,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1427,maharashtra,2008,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1428,maharashtra,2008,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1429,maharashtra,2008,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1430,manipur,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,manipur,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,manipur,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,meghalaya,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,meghalaya,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1435,mizoram,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1436,mizoram,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,odisha,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1441,odisha,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1442,odisha,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,odisha,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,odisha,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1446,odisha,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1447,odisha,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1448,odisha,2008,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,punjab,2008,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1450,punjab,2008,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1451,punjab,2008,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,punjab,2008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1453,punjab,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1454,punjab,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1455,punjab,2008,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,rajasthan,2008,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1457,rajasthan,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,rajasthan,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,rajasthan,2008,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1460,rajasthan,2008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1461,rajasthan,2008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1462,rajasthan,2008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1463,rajasthan,2008,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,rajasthan,2008,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,rajasthan,2008,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1467,tamil nadu,2008,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1468,tamil nadu,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1469,tamil nadu,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1470,tamil nadu,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1471,tamil nadu,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,tamil nadu,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1473,tamil nadu,2008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,tamil nadu,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,tamil nadu,2008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1476,tamil nadu,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1478,uttar pradesh,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,uttar pradesh,2008,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,uttar pradesh,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1481,uttar pradesh,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1482,uttar pradesh,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1483,uttar pradesh,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1484,uttar pradesh,2008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,uttar pradesh,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,uttar pradesh,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1487,uttar pradesh,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1488,uttar pradesh,2008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,uttar pradesh,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,uttar pradesh,2008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,uttar pradesh,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,uttar pradesh,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,uttar pradesh,2008,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1494,uttar pradesh,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,uttar pradesh,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1496,uttarakhand,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,uttarakhand,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,uttarakhand,2008,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1499,uttarakhand,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,west bengal,2008,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1501,west bengal,2008,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1502,west bengal,2008,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1503,west bengal,2008,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1504,west bengal,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1505,west bengal,2008,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1510,delhi,2008,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1511,delhi,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1512,delhi,2008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,delhi,2008,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1514,delhi,2008,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1517,andhra pradesh,2009,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1518,andhra pradesh,2009,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1519,andhra pradesh,2009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1520,andhra pradesh,2009,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1521,andhra pradesh,2009,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1522,andhra pradesh,2009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1523,andhra pradesh,2009,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1524,andhra pradesh,2009,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,arunachal pradesh,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,arunachal pradesh,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,arunachal pradesh,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,assam,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,assam,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1531,assam,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,assam,2009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,assam,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1535,assam,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1537,bihar,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1538,bihar,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,bihar,2009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1540,bihar,2009,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1541,bihar,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1542,bihar,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,bihar,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,bihar,2009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,bihar,2009,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1546,bihar,2009,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,bihar,2009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,chhattisgarh,2009,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1549,chhattisgarh,2009,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1550,chhattisgarh,2009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1551,chhattisgarh,2009,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1552,chhattisgarh,2009,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1553,chhattisgarh,2009,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1555,gujarat,2009,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1556,gujarat,2009,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1557,gujarat,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,gujarat,2009,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1559,gujarat,2009,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1560,gujarat,2009,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1561,gujarat,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,gujarat,2009,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1563,haryana,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1564,haryana,2009,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1565,haryana,2009,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1566,haryana,2009,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1567,haryana,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1569,himachal pradesh,2009,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1570,himachal pradesh,2009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1571,himachal pradesh,2009,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1572,himachal pradesh,2009,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1576,jammu & kashmir,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1577,jammu & kashmir,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,jammu & kashmir,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,jharkhand,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1582,jharkhand,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,jharkhand,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,jharkhand,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,karnataka,2009,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1588,karnataka,2009,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1589,karnataka,2009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1590,karnataka,2009,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
