173,delhi,2005,34.0,235.0,3.0,507.0,0.0,47.0,0.0,0.0,0.0,191.0,1026.0,83.15851428571648
174,lakshadweep,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8842857142854
175,puducherry,2005,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,83.845961904761
176,andhra pradesh,2006,61.0,412.0,5.0,498.0,11.0,89.0,35.0,6.0,17.0,247.0,1386.0,61.89471428571392
177,arunachal pradesh,2006,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,59.15728571428508
178,assam,2006,11.0,61.0,1.0,25.0,5.0,0.0,0.0,1.0,1.0,147.0,252.0,67.10089285714321
179,bihar,2006,12.0,17.0,0.0,25.0,0.0,0.0,4.0,0.0,2.0,6.0,66.0,52.58053571428513
180,chhattisgarh,2006,48.0,448.0,5.0,113.0,1.0,14.0,0.0,0.0,5.0,604.0,1238.0,63.73714285714232
181,goa,2006,3.0,14.0,0.0,10.0,1.0,8.0,1.0,0.0,0.0,17.0,54.0,88.29089285714417
182,gujarat,2006,87.0,112.0,6.0,360.0,1.0,150.0,9.0,0.0,12.0,240.0,977.0,73.04482142857228
183,haryana,2006,29.0,176.0,9.0,158.0,0.0,24.0,0.0,0.0,7.0,59.0,462.0,71.99900000000162
184,himachal pradesh,2006,4.0,41.0,5.0,52.0,1.0,12.0,2.0,0.0,1.0,18.0,136.0,79.11500000000069
185,jammu & kashmir,2006,3.0,8.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,1.0,85.0,60.759244186046544
186,jharkhand,2006,10.0,28.0,1.0,11.0,0.0,0.0,26.0,0.0,0.0,36.0,112.0,58.01142857142804
187,karnataka,2006,63.0,84.0,13.0,62.0,0.0,31.0,2.0,0.0,6.0,15.0,276.0,70.49347619047558
188,kerala,2006,51.0,219.0,0.0,73.0,0.0,4.0,35.0,0.0,1.0,170.0,553.0,95.79714285714317
189,madhya pradesh,2006,160.0,829.0,14.0,237.0,12.0,105.0,6.0,0.0,4.0,2572.0,3939.0,63.89821428571463
190,maharashtra,2006,207.0,655.0,10.0,552.0,7.0,255.0,15.0,1.0,15.0,1101.0,2841.0,79.47625000000016
191,manipur,2006,6.0,15.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,74.4444642857145
